country,age,tenure,balance,products_number,active_member,churn
Germany,49,8,133231.48,1,1,0
France,27,7,0.0,2,0,0
France,36,8,126598.99,2,1,0
Germany,71,6,113317.1,1,0,1
France,47,4,0.0,2,0,0
France,58,8,93173.88,1,1,0
Spain,32,10,0.0,1,0,1
Germany,44,7,105007.31,2,1,0
Spain,32,2,0.0,1,1,1
Spain,27,4,0.0,2,0,0
Germany,44,4,131593.85,1,1,1
Germany,44,9,119530.52,1,0,1
Germany,54,4,118614.6,2,1,0
Germany,37,9,95829.13,2,1,0
France,36,1,0.0,2,1,0
France,38,0,0.0,1,0,0
France,50,6,153590.73,2,1,0
France,29,2,0.0,1,0,0
France,64,9,113109.52,1,0,1
France,35,0,130557.24,1,1,0
France,40,8,93183.19,1,0,0
France,58,7,151933.63,1,0,1
Germany,30,2,125495.64,2,1,0
France,42,7,0.0,2,0,0
Germany,26,8,118547.72,1,1,0
Spain,43,1,97792.21,1,0,0
France,41,6,0.0,3,0,1
Spain,72,2,0.0,2,1,0
France,40,8,167181.01,1,1,0
Germany,35,9,121355.19,1,1,0
France,81,1,0.0,2,1,0
Spain,35,0,0.0,2,0,0
France,46,5,113226.47,1,0,0
France,33,1,118392.75,1,1,0
Germany,52,8,145262.54,1,1,0
France,40,6,163505.16,1,0,0
Spain,33,1,118114.28,2,1,0
Germany,51,0,108449.23,3,0,1
France,32,1,0.0,2,1,0
Germany,36,10,103294.56,1,0,0
France,42,1,0.0,1,0,1
France,38,6,0.0,1,1,0
Spain,28,6,0.0,2,0,0
France,42,2,119919.12,1,0,0
France,37,1,0.0,1,0,0
France,28,4,0.0,2,1,0
Spain,34,4,0.0,2,1,0
France,43,1,0.0,2,0,0
France,34,3,0.0,1,0,0
France,26,7,0.0,2,0,0
France,42,10,0.0,2,0,0
France,29,4,128744.04,1,1,0
Germany,62,9,137727.34,2,1,0
Germany,44,10,106731.58,1,0,1
France,38,7,123544.21,1,1,0
France,37,2,133968.96,2,0,0
Spain,76,9,126534.6,1,1,0
Spain,35,8,0.0,1,1,0
Spain,30,6,87609.68,2,0,1
Spain,41,3,0.0,2,0,0
Spain,49,3,0.0,3,1,1
France,34,9,0.0,2,0,0
Spain,36,0,108960.0,2,0,1
Spain,30,2,0.0,2,0,0
France,51,6,144953.31,1,1,0
France,41,4,103544.88,2,0,0
France,33,6,0.0,1,0,0
France,53,7,0.0,2,1,0
Germany,38,1,101487.18,1,1,1
France,52,10,105355.81,1,0,1
Spain,36,4,77967.5,1,0,1
France,44,5,0.0,4,0,1
Spain,54,4,0.0,2,1,0
Spain,28,8,120047.77,1,1,0
France,32,7,175464.85,3,0,1
France,52,8,79475.3,3,1,1
Germany,37,8,167735.69,2,1,0
Spain,37,8,0.0,2,0,0
France,33,1,74385.98,1,0,0
Germany,49,5,94754.0,1,1,0
Spain,27,4,0.0,1,1,0
Germany,43,3,86920.86,1,1,0
France,39,1,132077.48,2,0,0
France,40,10,127847.86,1,0,0
France,34,3,0.0,1,1,1
Germany,42,9,176702.36,2,1,0
Germany,33,10,83555.58,1,0,0
France,26,8,0.0,2,0,0
Spain,39,9,0.0,2,0,0
France,40,1,0.0,1,1,1
Spain,42,10,0.0,1,1,0
Spain,38,7,96858.35,1,0,0
Spain,33,1,0.0,2,1,0
France,35,0,0.0,2,1,0
Germany,42,8,132796.04,3,1,1
Spain,30,1,154970.54,1,1,0
Germany,44,3,88902.21,1,0,0
France,28,7,98738.92,1,0,0
France,33,8,0.0,2,1,0
France,50,6,0.0,1,0,0
Germany,40,10,137456.28,2,1,0
France,29,4,0.0,2,0,0
France,60,7,73937.02,1,0,1
France,45,7,158621.04,1,0,1
Spain,30,1,113257.2,1,1,0
France,31,9,0.0,1,1,0
France,29,9,116536.43,1,0,0
Spain,28,4,0.0,2,0,1
France,60,6,101070.69,1,0,1
Spain,39,6,0.0,2,1,0
Germany,31,3,127331.46,3,1,0
Spain,41,5,0.0,2,0,0
Spain,31,5,0.0,2,1,0
France,46,0,105969.42,1,0,0
France,36,5,119547.46,1,1,0
Spain,38,7,0.0,2,0,0
Spain,28,5,138668.18,1,1,0
France,37,7,51582.5,2,1,0
France,37,7,0.0,2,0,0
Spain,37,6,169902.92,1,1,0
France,27,4,87262.4,2,0,0
France,33,7,0.0,2,1,0
France,40,7,0.0,2,0,0
France,32,2,0.0,2,0,0
France,27,9,0.0,2,0,0
France,39,5,0.0,2,0,0
France,46,6,0.0,2,0,0
France,61,5,0.0,2,1,0
France,69,1,0.0,2,1,0
Germany,19,3,150348.37,1,1,0
Germany,46,3,115074.02,2,0,0
Spain,40,3,0.0,1,1,0
France,28,8,99986.98,1,0,0
Germany,68,3,110357.0,1,0,1
Germany,42,8,166685.92,2,1,0
Spain,40,7,95312.8,1,1,0
France,43,4,202443.47,1,0,0
Germany,47,0,109493.62,1,0,1
Germany,38,9,88977.39,2,1,0
France,29,2,104982.57,1,0,0
Germany,59,8,154110.99,2,0,1
France,32,6,185714.28,1,1,0
Germany,23,3,116022.53,2,1,0
France,46,6,0.0,2,1,0
Germany,34,2,164011.48,1,0,0
France,31,9,0.0,2,1,0
France,40,1,101514.89,1,1,0
Spain,32,4,0.0,2,1,0
France,28,9,0.0,1,0,0
Germany,39,9,134599.33,2,0,0
Spain,32,10,147511.26,1,1,0
France,25,0,78396.08,1,1,0
Spain,31,5,0.0,2,0,0
France,31,3,110581.29,1,1,0
Germany,42,8,151836.36,2,0,0
Germany,45,5,83624.55,2,0,0
France,24,2,148197.15,2,0,0
Spain,30,5,122924.75,1,0,1
France,38,4,72594.0,1,1,0
France,38,4,115221.36,1,1,0
Germany,51,8,117808.74,2,1,0
France,40,7,147754.68,1,1,0
Spain,53,3,0.0,3,0,1
France,31,10,113292.17,1,1,0
Spain,36,5,0.0,2,0,0
Germany,44,2,115163.38,1,1,1
Germany,50,10,118098.62,1,1,1
France,39,9,0.0,2,1,0
France,35,8,0.0,1,1,0
Spain,37,0,120825.7,1,0,0
France,25,6,0.0,2,1,0
France,29,1,0.0,1,1,0
Germany,61,6,133845.28,2,1,0
Spain,38,7,0.0,2,0,0
France,29,5,108541.04,1,1,0
France,39,10,0.0,1,0,1
France,30,1,0.0,2,0,0
Spain,37,2,113817.06,1,0,0
France,28,8,137300.23,1,0,0
Spain,37,5,158024.38,1,0,0
France,33,7,127837.54,1,1,0
France,36,4,161533.0,1,0,0
France,31,7,161171.7,2,0,1
Spain,32,9,80958.36,1,1,0
Spain,25,7,0.0,2,1,0
France,33,2,146193.6,2,1,1
Spain,29,8,0.0,2,1,0
Germany,26,4,115021.76,1,1,0
Spain,41,1,126773.43,1,1,0
Germany,40,3,92889.91,1,1,0
France,48,9,0.0,2,1,0
France,61,5,146622.35,1,1,1
Germany,45,4,131038.14,1,0,1
France,46,6,88820.29,1,0,0
Spain,31,1,115406.97,1,0,0
France,38,3,132951.92,1,1,0
Germany,74,5,108891.7,1,0,0
Germany,46,5,141788.63,2,0,0
Spain,64,4,116954.32,1,1,0
Germany,47,10,90450.0,2,0,1
Germany,39,8,125997.22,1,1,1
Spain,41,3,0.0,2,0,0
France,60,9,0.0,4,1,1
Spain,36,9,0.0,2,1,0
Spain,31,4,144637.86,2,0,0
France,29,3,86616.35,1,0,1
France,31,8,0.0,2,0,0
Germany,48,2,127924.25,2,0,0
Spain,34,9,0.0,2,0,0
France,29,9,131240.61,1,1,1
Spain,31,5,0.0,2,1,0
Spain,35,5,120046.74,2,0,0
France,39,8,97819.36,1,1,0
Spain,64,1,62979.93,1,1,0
France,40,3,0.0,1,1,0
Germany,46,9,161450.03,1,1,1
France,30,3,0.0,2,0,0
France,56,8,119496.25,2,0,0
France,30,9,0.0,2,1,0
France,62,1,43772.66,3,0,1
France,32,9,100249.41,2,1,0
Spain,46,2,0.0,2,1,0
France,60,5,108028.08,2,0,1
Germany,71,1,53013.29,2,1,0
France,68,2,0.0,2,1,0
Germany,33,1,122088.67,1,0,0
Germany,18,9,90544.0,1,1,0
Spain,35,6,0.0,2,1,0
France,44,3,141252.18,4,1,1
France,35,5,147813.05,2,0,0
France,55,6,134140.68,1,0,0
France,63,7,0.0,2,1,0
France,31,8,0.0,1,1,0
France,35,2,128548.49,4,0,1
France,43,10,122198.21,2,1,0
Germany,42,8,145177.84,1,0,1
Spain,31,2,94222.53,1,0,0
Germany,58,1,143212.22,1,0,1
France,41,3,0.0,2,0,0
Germany,41,6,143350.41,1,1,1
France,41,3,130931.83,1,1,0
France,30,4,137851.31,1,0,1
France,33,6,0.0,2,0,0
Spain,41,5,0.0,1,1,0
Spain,51,8,0.0,1,1,1
France,60,1,140614.15,1,1,0
Spain,22,3,118680.57,1,1,0
Germany,35,7,122917.69,1,1,0
France,36,0,0.0,2,0,0
France,40,5,131754.11,2,1,0
France,35,8,0.0,2,1,0
France,24,6,0.0,2,1,0
Germany,35,9,119948.09,1,0,1
France,38,1,0.0,1,0,1
France,25,0,0.0,2,1,0
Spain,39,6,0.0,2,0,0
Spain,38,3,97266.1,1,1,0
Germany,28,10,113690.83,1,0,0
Spain,42,6,99056.22,2,0,1
France,34,8,0.0,2,1,0
Spain,36,7,116338.68,1,1,0
France,40,6,97339.99,1,1,0
France,41,3,0.0,2,1,0
Germany,55,1,137592.31,2,1,1
Germany,34,6,108760.27,2,0,1
Germany,30,3,128770.88,2,1,0
France,34,2,0.0,2,0,0
Spain,36,1,44054.84,1,1,0
Germany,44,2,119657.53,1,0,1
Germany,49,7,108797.63,2,0,0
Spain,35,2,0.0,2,0,0
Germany,49,1,102025.32,1,0,1
Spain,20,9,122446.61,2,0,0
France,27,7,158786.67,2,1,0
France,29,3,125689.29,1,1,0
Germany,29,1,154640.41,1,1,0
Germany,50,4,146710.76,1,0,1
Germany,67,7,136709.35,1,1,1
Germany,43,5,129305.09,2,1,0
Spain,40,10,0.0,2,0,0
France,63,10,0.0,2,1,0
France,21,0,82844.33,2,1,0
Spain,22,2,0.0,2,1,0
France,46,0,0.0,2,0,0
Germany,33,10,76692.22,1,1,0
France,34,7,117715.84,1,0,0
France,54,8,87105.32,1,1,0
France,43,6,0.0,1,0,1
France,64,2,69311.16,1,1,0
France,26,9,0.0,2,1,0
Spain,33,10,66948.67,2,1,0
France,57,9,0.0,2,1,0
Spain,76,2,128410.71,2,1,0
Germany,38,3,99897.53,1,0,0
France,22,3,0.0,1,1,0
Germany,31,6,152622.34,1,0,0
France,40,8,0.0,2,0,0
France,56,4,138227.19,2,1,0
France,25,2,111395.53,1,1,0
Germany,44,7,84386.57,1,0,0
France,36,3,0.0,2,1,0
Germany,33,5,174673.65,2,0,0
France,46,3,0.0,2,0,0
Germany,46,5,109019.65,2,1,0
Germany,52,1,107906.75,1,0,1
France,54,7,128914.97,1,0,1
Spain,63,9,111179.83,1,1,0
Germany,52,8,124099.13,1,0,0
Germany,59,9,122471.09,1,1,0
France,34,3,134692.4,2,1,0
France,25,4,123816.5,1,1,0
Germany,34,3,106288.54,1,1,0
Germany,55,7,127723.25,2,0,1
Spain,43,2,145843.82,1,1,1
Germany,34,2,148200.72,1,0,0
France,30,2,104145.65,1,0,0
Germany,24,8,142755.25,1,0,0
Germany,63,3,81245.79,1,0,1
Germany,33,3,168560.46,2,0,0
France,38,8,0.0,1,0,0
Germany,42,2,132193.94,2,1,0
France,58,9,0.0,1,1,0
Germany,25,8,139330.1,1,0,0
Spain,29,0,0.0,2,1,0
France,40,5,0.0,2,0,0
France,28,2,134571.5,1,1,0
Germany,50,2,143829.2,2,0,1
France,32,7,0.0,2,0,0
France,44,8,133444.97,1,1,0
Germany,23,4,104753.84,2,0,1
Germany,51,2,116574.84,1,0,1
France,41,10,0.0,2,1,0
France,40,9,176914.8,1,1,0
France,36,8,68348.18,2,1,0
France,33,9,0.0,2,1,0
France,42,2,56726.83,2,1,0
Spain,46,3,65269.23,1,1,1
Spain,33,6,66220.17,1,1,0
France,56,9,0.0,1,0,1
France,41,8,96147.55,1,0,0
France,42,4,0.0,2,0,0
Spain,48,2,0.0,1,0,1
Germany,32,8,145330.43,1,1,0
France,21,3,0.0,2,1,0
Germany,47,4,124192.28,2,1,0
Germany,46,7,111288.18,1,1,1
France,43,7,107805.67,1,0,0
Germany,36,5,103700.69,1,0,1
France,38,1,0.0,2,1,0
France,34,0,0.0,1,1,0
France,27,3,87739.08,1,1,0
Spain,20,0,133313.34,1,1,0
France,49,10,0.0,1,1,0
Germany,41,7,154902.66,1,1,0
France,36,0,0.0,2,0,0
Germany,68,6,112595.85,1,0,1
Germany,39,3,119695.75,1,1,0
France,47,7,0.0,1,0,1
Spain,49,7,0.0,2,1,0
Germany,59,8,152614.51,2,1,0
Germany,33,7,131647.01,2,0,0
France,27,6,96654.72,2,0,0
France,22,3,137583.04,1,1,0
Germany,28,3,62717.84,2,1,0
France,32,9,95377.13,1,1,0
Spain,28,1,135936.1,2,1,0
Germany,35,5,161591.11,3,1,0
France,47,8,142382.03,1,1,0
Spain,33,2,0.0,2,1,0
Spain,30,9,0.0,2,1,0
France,38,6,127043.09,1,1,0
Spain,46,3,0.0,1,1,0
Germany,29,4,78885.88,2,1,0
Spain,45,8,95922.9,1,0,1
France,29,8,0.0,2,0,0
France,36,3,91711.59,1,1,0
Germany,46,10,110031.09,2,1,0
France,36,5,81210.72,2,1,0
Germany,32,5,122947.92,1,1,0
France,38,1,182065.85,1,0,0
France,45,0,0.0,1,0,1
Spain,41,2,69974.66,2,0,1
France,38,10,123711.73,2,0,1
France,44,6,76495.04,1,0,0
France,38,9,0.0,2,0,0
Spain,46,9,0.0,2,1,0
Germany,45,1,121874.89,1,0,1
France,45,6,0.0,2,1,0
France,36,6,188455.19,1,0,1
France,42,0,99045.93,2,0,0
France,36,8,0.0,1,1,0
Germany,30,2,205770.78,2,0,0
France,31,0,79340.95,1,0,0
Germany,57,9,138456.03,2,1,0
France,49,7,0.0,2,1,0
Germany,48,2,101099.9,2,1,0
Spain,31,5,0.0,2,1,0
France,40,8,109219.83,1,0,0
Germany,67,1,123276.69,2,1,1
Spain,43,10,113034.31,1,1,0
Spain,41,1,0.0,2,0,0
Spain,30,6,129548.5,2,1,0
France,72,4,74812.84,1,1,0
France,40,7,0.0,2,0,0
Spain,54,1,0.0,2,0,1
Germany,28,3,153538.13,2,0,0
France,38,9,0.0,2,1,0
Spain,34,10,0.0,2,1,0
Spain,32,0,155619.36,1,1,0
Spain,35,10,159693.9,2,1,0
Spain,37,3,171653.17,1,1,0
Germany,39,2,47685.47,2,1,0
France,35,4,0.0,2,1,0
France,61,5,0.0,1,0,1
Spain,28,6,123692.0,1,1,0
Germany,26,1,148853.29,2,1,0
France,35,2,133161.95,1,1,0
Germany,24,6,143221.35,2,0,0
France,35,9,0.0,2,1,0
Spain,56,1,0.0,3,0,1
France,33,6,0.0,2,0,0
Germany,38,9,126265.88,2,0,0
France,37,5,0.0,1,0,0
Spain,31,8,112713.34,1,1,0
France,34,5,141173.03,1,1,0
Spain,35,7,0.0,2,1,0
Spain,39,6,0.0,2,0,0
Spain,38,5,118866.36,1,1,0
France,47,2,0.0,2,1,0
Spain,33,7,0.0,2,1,0
Spain,54,5,92316.31,2,0,1
Germany,30,1,122185.53,1,0,1
France,38,4,123345.85,1,0,0
France,30,4,73070.18,2,0,0
Spain,38,7,0.0,2,0,0
France,47,1,95120.59,1,0,0
France,40,8,102800.65,1,0,0
France,70,7,97072.42,1,1,0
Spain,31,6,132876.55,1,1,0
Spain,33,6,0.0,2,1,0
France,22,2,0.0,2,0,0
France,36,3,0.0,1,0,1
France,39,2,0.0,1,0,0
France,26,10,51962.91,2,0,0
Spain,29,6,98759.89,1,0,0
Germany,33,2,156570.86,1,1,0
France,42,1,0.0,1,1,1
France,42,1,159024.71,1,0,1
France,39,1,73493.17,1,1,1
France,45,8,0.0,2,1,0
France,35,6,69617.36,1,0,0
Spain,35,5,136526.26,2,0,0
France,25,3,113736.27,1,1,0
France,52,1,106723.28,1,0,1
Germany,33,10,138847.9,1,1,0
France,40,0,0.0,2,0,0
Germany,33,2,107868.14,2,1,0
Germany,33,3,96926.12,2,0,0
France,30,7,77599.23,1,0,0
Germany,38,5,178787.54,1,1,0
France,81,5,0.0,2,1,0
Germany,34,3,129668.43,2,1,0
France,34,6,146178.13,2,1,0
France,40,8,0.0,2,0,0
France,37,4,0.0,2,0,0
France,38,2,154763.21,2,1,0
Germany,56,3,116251.24,1,1,1
France,37,6,0.0,2,1,0
Germany,30,0,100954.88,2,0,0
France,51,4,124620.01,2,0,1
Spain,34,4,0.0,2,1,0
France,40,9,112701.04,1,0,0
Spain,45,8,84692.5,1,1,0
Germany,49,2,108204.52,1,0,1
France,30,6,86449.39,1,1,0
Spain,42,10,0.0,1,1,0
Germany,36,5,73194.99,1,1,0
Germany,31,7,124593.23,1,0,0
Germany,50,2,119655.77,1,1,1
Germany,42,3,121765.37,2,1,0
France,35,4,110837.73,1,0,0
Spain,47,10,99835.17,1,1,0
Germany,30,2,91057.37,2,0,0
France,26,7,0.0,2,0,0
Spain,27,7,149400.27,1,0,0
Germany,38,9,89111.63,1,0,0
Germany,33,1,132527.9,2,1,0
France,36,9,114997.42,1,0,0
France,46,6,161798.53,1,0,0
Germany,27,2,96129.32,2,1,0
Spain,45,3,0.0,2,0,0
France,32,5,133050.97,2,0,0
France,51,8,120124.35,2,1,0
France,39,8,0.0,2,0,0
Spain,32,5,133705.74,1,0,0
Spain,39,9,0.0,2,0,0
France,40,7,0.0,2,0,0
France,33,4,152805.05,1,0,0
Germany,21,1,151701.45,3,1,1
France,67,1,0.0,2,1,0
France,22,5,112465.06,1,1,0
Germany,24,6,156007.09,1,0,0
Germany,28,3,132405.52,3,0,1
France,26,5,142662.68,1,0,0
Germany,36,8,102603.3,2,1,0
Spain,32,9,0.0,2,0,0
Spain,37,1,0.0,2,0,0
Spain,57,6,105000.85,2,1,1
France,45,5,0.0,2,1,0
France,36,1,69518.95,1,0,0
Germany,41,8,126145.54,2,1,0
France,41,4,138937.35,1,1,1
Germany,44,10,113581.98,1,0,0
France,34,1,112572.39,1,0,0
Germany,51,10,114514.71,2,0,1
France,35,2,0.0,2,1,0
France,34,10,0.0,2,1,0
France,32,2,84906.45,1,0,0
Spain,39,2,126816.18,1,1,0
Germany,26,1,105249.76,2,1,0
Spain,41,2,0.0,2,0,0
Germany,50,5,109387.9,1,0,0
Germany,23,3,122478.51,1,0,1
France,73,8,137732.23,2,1,0
France,46,2,157866.77,1,1,0
France,41,6,0.0,1,1,0
France,31,3,136789.14,1,0,1
France,36,1,0.0,2,1,0
France,30,10,144684.03,1,1,0
France,24,9,107065.31,1,1,0
France,33,8,91301.72,1,1,0
Spain,39,4,207034.96,2,0,1
Spain,37,8,0.0,2,1,0
Spain,50,8,0.0,1,1,0
Spain,38,3,0.0,1,1,1
Spain,36,6,0.0,2,0,0
France,34,5,0.0,2,1,0
Spain,36,6,0.0,2,1,0
Spain,42,9,0.0,2,0,0
France,30,8,92472.1,2,1,0
Spain,21,1,0.0,2,0,0
France,62,10,127738.75,2,1,0
Germany,50,5,101242.98,2,0,0
France,43,4,92599.55,2,1,0
Spain,36,10,0.0,2,1,0
Spain,50,1,0.0,4,0,1
France,37,6,82373.94,1,0,1
Spain,31,4,141356.47,1,0,0
France,23,9,0.0,1,0,1
Spain,47,3,72664.0,2,1,0
France,47,3,123365.34,2,0,0
Germany,33,5,121898.58,1,0,0
Spain,33,6,0.0,1,1,0
France,31,3,103696.97,3,0,1
France,33,2,0.0,2,0,0
Germany,56,1,74129.18,2,1,1
France,34,9,0.0,1,0,0
Germany,29,3,185379.02,1,0,0
Germany,47,1,118087.68,1,0,1
Spain,41,8,109402.13,1,1,0
Germany,33,7,130367.87,1,0,1
Germany,34,2,108410.87,2,0,0
France,50,2,90408.16,2,0,0
France,34,6,90425.15,2,1,0
Spain,39,6,140094.59,1,0,1
Spain,31,9,0.0,2,1,0
Germany,46,6,95439.4,1,1,1
Germany,34,6,204017.4,2,0,0
Spain,29,9,0.0,2,0,0
Germany,49,3,137115.16,1,0,1
Germany,43,5,134740.19,2,0,0
France,29,5,0.0,2,0,0
Germany,29,4,98955.87,1,1,0
Germany,44,9,49157.09,2,0,0
Germany,31,1,130240.33,1,0,0
France,48,1,108019.27,3,1,1
Germany,51,4,126725.25,1,0,1
Germany,34,5,96693.66,1,1,0
Germany,27,7,129810.6,1,1,0
France,58,8,156652.13,1,0,1
France,36,9,0.0,1,0,1
France,40,4,130661.96,1,1,0
France,50,8,0.0,2,1,0
France,37,6,0.0,2,0,0
France,47,3,130747.1,1,0,0
Germany,30,6,106629.49,1,1,0
Spain,36,3,112029.83,1,1,0
Germany,29,7,130575.26,1,1,0
Germany,28,4,96679.71,1,1,0
France,33,0,0.0,2,0,0
France,50,6,171740.69,1,0,0
Spain,38,1,0.0,2,0,0
Germany,39,9,100116.67,1,1,1
Germany,24,2,120596.93,1,1,0
France,48,1,0.0,2,1,0
France,29,2,95984.69,2,1,0
France,38,1,142557.11,1,1,0
France,47,5,0.0,2,0,0
Spain,66,2,0.0,2,1,0
Germany,36,6,143644.16,1,0,1
France,38,6,132129.72,1,1,0
France,52,0,0.0,2,0,1
France,68,2,183555.24,1,0,1
France,38,2,91902.56,2,1,0
France,40,6,156218.19,1,1,0
Germany,43,5,93259.57,3,0,1
Germany,45,2,168085.38,2,1,0
Germany,51,1,107714.74,3,0,1
France,31,6,117852.26,2,0,0
Spain,60,2,0.0,1,0,1
Spain,51,10,84474.62,2,1,0
France,50,3,0.0,2,0,0
Germany,35,6,126803.34,2,1,0
France,34,0,0.0,2,0,0
Germany,36,10,68806.84,1,0,0
France,31,3,115141.18,1,0,0
France,35,2,0.0,2,1,0
Spain,34,6,90723.36,1,1,0
Germany,49,2,151249.45,2,1,0
France,32,6,0.0,2,1,0
Germany,43,9,94752.49,1,0,1
Spain,34,6,0.0,1,0,1
Spain,28,7,0.0,1,0,0
France,31,5,132084.66,3,1,1
France,45,5,0.0,2,1,0
France,35,2,0.0,2,1,0
France,53,2,45472.28,1,1,1
France,33,1,0.0,1,0,0
Germany,33,10,130229.71,2,0,1
Germany,38,9,123948.85,1,0,0
Germany,39,6,127415.85,1,1,1
Germany,35,8,110067.71,1,0,1
Spain,39,4,65521.2,1,1,0
Spain,31,5,0.0,2,1,0
France,47,5,0.0,2,1,0
Germany,33,3,155736.42,2,1,0
Spain,29,4,0.0,2,0,0
France,34,3,118307.57,2,1,0
France,41,6,0.0,1,1,0
Germany,24,7,103099.17,2,0,0
France,38,1,0.0,2,1,0
France,33,6,125789.69,1,0,1
Germany,36,4,109646.83,1,1,0
France,30,1,127187.86,1,1,0
France,36,6,0.0,1,1,0
Spain,24,1,0.0,1,0,0
France,41,4,130385.82,1,1,0
France,23,1,107787.47,1,1,0
France,34,1,99325.04,2,1,0
France,37,9,0.0,1,0,0
France,48,7,123764.95,1,1,0
Germany,39,8,128264.03,1,0,1
Spain,47,7,86006.21,1,1,0
Germany,38,8,57068.43,2,0,0
Germany,29,5,103607.24,2,1,0
Spain,40,1,99004.24,1,1,0
Spain,36,2,0.0,2,1,0
Spain,25,3,147386.72,3,0,1
Spain,42,6,93608.28,1,0,1
Spain,38,2,0.0,2,1,0
Germany,71,9,119496.87,1,0,0
Spain,32,7,0.0,1,0,0
France,37,2,0.0,2,0,0
Spain,25,6,0.0,2,1,0
Germany,25,5,152885.77,1,0,0
France,31,4,99607.37,2,1,0
France,27,4,137003.68,1,0,0
Germany,48,3,122831.58,1,1,1
Spain,38,2,99811.44,2,0,0
Spain,37,8,154712.58,2,0,0
Spain,37,8,0.0,1,1,0
Germany,24,7,147687.24,1,1,0
Spain,33,2,0.0,2,1,0
France,27,3,127009.83,1,0,0
Germany,61,1,124737.96,1,1,1
Spain,44,0,179356.28,2,0,1
Spain,31,8,0.0,2,1,0
Germany,31,1,127320.36,3,0,0
Spain,31,0,125175.58,1,1,0
France,22,6,186788.96,2,0,0
France,40,3,148556.74,1,1,0
Germany,40,8,128644.46,1,0,0
France,46,7,127476.73,2,1,0
France,27,9,159561.93,1,1,0
France,42,1,112419.92,1,1,0
France,28,8,129991.76,2,1,0
Spain,36,5,0.0,1,1,0
Spain,59,2,0.0,2,1,0
France,50,3,0.0,1,0,1
Germany,40,6,89175.06,2,1,0
France,39,3,0.0,2,0,1
Spain,39,5,162390.52,2,0,0
Germany,59,3,190353.08,1,0,0
France,21,8,0.0,2,0,0
France,47,2,0.0,2,0,0
France,40,10,139180.97,1,1,0
France,36,8,114435.47,1,0,0
France,66,5,149950.19,1,1,0
France,42,4,126115.6,1,0,0
Germany,59,7,111396.97,1,1,0
France,30,3,115007.08,1,0,0
France,54,6,102141.9,1,1,0
Spain,36,3,133686.52,1,0,1
France,32,9,120879.73,2,1,0
Spain,47,5,0.0,1,0,1
Spain,49,10,82321.88,1,1,0
Spain,27,4,0.0,2,0,0
Spain,33,5,116474.28,2,1,0
France,34,3,132352.69,1,0,0
Germany,39,4,182491.57,1,0,0
France,34,6,0.0,2,1,0
Spain,63,2,120787.18,2,1,0
France,29,3,130181.47,2,0,0
Germany,32,5,88348.43,2,1,0
Spain,31,6,0.0,2,1,0
Germany,39,2,146186.28,2,1,0
France,32,7,0.0,1,0,1
Spain,34,0,104488.17,1,1,0
Germany,32,4,109196.67,2,0,0
France,61,7,80538.56,1,0,1
Germany,41,4,109026.8,2,1,0
Germany,75,2,61319.63,1,1,0
France,40,9,0.0,2,1,0
France,39,2,0.0,2,1,0
France,42,6,177822.03,1,0,1
Germany,59,4,110939.3,1,0,1
Germany,25,7,165413.43,1,1,0
France,27,1,77805.66,1,1,0
France,50,3,0.0,2,0,0
Spain,57,3,175575.95,2,0,1
Spain,38,3,124197.22,1,0,0
France,30,3,0.0,2,0,0
France,39,10,160132.75,1,0,0
Germany,37,7,70258.88,2,0,0
Germany,32,4,162657.64,2,1,0
Germany,43,0,132217.45,1,0,1
Spain,25,9,148042.97,2,0,0
Spain,33,4,92855.02,1,1,0
Germany,47,9,129289.98,1,0,1
Spain,37,9,100252.18,1,1,0
Spain,37,3,107592.89,2,1,0
France,39,3,113096.41,1,1,0
Spain,40,7,0.0,2,1,0
Spain,34,7,149940.04,2,0,0
Germany,50,8,121438.58,1,1,1
France,32,9,0.0,2,0,0
France,50,2,0.0,1,1,1
France,29,3,148874.01,2,1,0
Spain,32,0,68138.37,1,1,0
Spain,35,5,110080.3,1,1,0
France,24,7,0.0,2,1,0
Germany,25,5,114268.85,2,1,0
Germany,29,6,117412.35,1,0,0
France,38,6,0.0,2,1,0
France,35,9,0.0,2,0,0
Germany,37,1,35549.81,2,0,0
France,56,9,0.0,2,1,0
France,36,7,136492.92,3,1,1
Germany,28,3,123675.69,1,1,0
France,40,1,139532.34,1,0,0
Spain,58,1,178713.98,1,1,0
France,40,5,0.0,2,0,0
France,41,1,89086.31,1,0,0
Spain,38,3,96143.47,1,0,0
Germany,30,5,32197.64,1,1,0
France,38,7,0.0,2,1,0
France,33,4,0.0,2,0,0
Spain,32,10,0.0,2,1,0
France,33,6,0.0,2,0,0
Germany,40,0,140306.38,1,0,1
France,35,1,0.0,2,0,0
France,38,8,0.0,2,0,0
Germany,42,2,74483.97,2,1,0
France,53,7,0.0,2,1,1
Spain,34,0,0.0,1,0,0
France,37,8,152303.66,2,1,0
Germany,32,5,159904.79,1,0,0
France,32,1,0.0,3,0,0
Germany,31,1,99557.94,1,0,0
Spain,46,5,116886.59,1,0,0
Spain,32,9,142188.2,2,1,0
Germany,40,3,149961.99,2,0,0
France,36,8,0.0,2,1,0
France,34,2,0.0,1,0,0
Spain,53,7,0.0,2,1,0
Spain,40,8,28649.64,1,1,0
France,21,4,81025.6,2,0,0
France,57,1,0.0,2,1,0
France,39,3,152462.79,1,0,0
